"lang","file","core_extended","speaker",wd_ID,wd,"start","end",mc-zero,"ref","tx","ft","mb_ID","mb","doreco-mb-algn","ps","gl","ph_ID","ph","refind","isnref"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002653,"jis̊ariz",810.562,811.022,"****","0180_DoReCo_doreco_taba1259_mc_tabasaran_horse","hacːib jis̊ar.iz aˁʁuˁru murar, šubred c̊jirra.","They went to that place, these three brothers.","m004291 m004292 m004293","jis̊ ar.i z","**** **** ****","np:g","place PL DAT","p009890 p009891 p009892 p009893 p009894 p009895 p009896","j i S_w a r i z","0084","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002654,"aˁʁuˁru",811.022,811.452,"****","0180_DoReCo_doreco_taba1259_mc_tabasaran_horse","hacːib jis̊ar.iz aˁʁuˁru murar, šubred c̊jirra.","They went to that place, these three brothers.","m004294 m004295","aˁʁ uˁru","**** ****","v:pred","(PL)go FUT","p009897 p009898 p009899 p009900 p009901","a_?\ R u_?\ r u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002655,"murar",811.452,811.810,"****","0180_DoReCo_doreco_taba1259_mc_tabasaran_horse","hacːib jis̊ar.iz aˁʁuˁru murar, šubred c̊jirra.","They went to that place, these three brothers.","m004296 m004297","mu rar","**** ****","dem_pro.h:s","PROX PL(ABS)","p009902 p009903 p009904 p009905 p009906","m u r a r","0004","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002656,"<p:>",811.810,813.012,"<p:>","0180_DoReCo_doreco_taba1259_mc_tabasaran_horse","hacːib jis̊ar.iz aˁʁuˁru murar, šubred c̊jirra.","They went to that place, these three brothers.","m004298","<p:>","<p:>","<p:>","<p:>","p009907","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002657,"šubred",813.012,813.622,"****","0180_DoReCo_doreco_taba1259_mc_tabasaran_horse","hacːib jis̊ar.iz aˁʁuˁru murar, šubred c̊jirra.","They went to that place, these three brothers.","m004299 m004300 m004301","šub r ed","**** **** ****","ln_num","three NSG DEF","p009908 p009909 p009910 p009911 p009912 p009913","S u b r e d","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002658,"c̊jirra",813.622,814.122,"****","0180_DoReCo_doreco_taba1259_mc_tabasaran_horse","hacːib jis̊ar.iz aˁʁuˁru murar, šubred c̊jirra.","They went to that place, these three brothers.","m004302 m004303 m004304","c̊ jir ra","**** **** ****","np.h:appos==other","brother PL(ABS) ADD","p009914 p009915 p009916 p009917 p009918 p009919","tS_w j i r r a","0004","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002659,"<p:>",814.122,814.659,"<p:>","<p:>","<p:>","<p:>","m004305","<p:>","<p:>","<p:>","<p:>","p009920","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002660,"qa",814.659,815.048,"## _ _","0181_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa aˁχuˁ c̊uc̊ːu jivnu dišlaji dubk’u, sab ǯejran χuru.","The oldest brother immediately killed a gazelle and brought (it) back.","m004306","qa","****","other","then","p009921 p009922","q a","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002661,"<p:>",815.048,815.859,"<p:>","0181_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa aˁχuˁ c̊uc̊ːu jivnu dišlaji dubk’u, sab ǯejran χuru.","The oldest brother immediately killed a gazelle and brought (it) back.","m004307","<p:>","<p:>","<p:>","<p:>","p009923","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002662,"aˁχuˁ",815.859,816.125,"#cv _ _","0181_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa aˁχuˁ c̊uc̊ːu jivnu dišlaji dubk’u, sab ǯejran χuru.","The oldest brother immediately killed a gazelle and brought (it) back.","m004308","aˁχuˁ","****","ln_adj","big","p009924 p009925 p009926","a_?\ X u_?\","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002663,"c̊uc̊ːu",816.125,816.463,"****","0181_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa aˁχuˁ c̊uc̊ːu jivnu dišlaji dubk’u, sab ǯejran χuru.","The oldest brother immediately killed a gazelle and brought (it) back.","m004309","c̊uc̊ːu","****","np.h:a_cv","brother(ERG)","p009927 p009928 p009929 p009930","tS_w u t:S_w u","0011","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002664,"jivnu",816.463,817.138,"0:p 0085 bridging","0181_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa aˁχuˁ c̊uc̊ːu jivnu dišlaji dubk’u, sab ǯejran χuru.","The oldest brother immediately killed a gazelle and brought (it) back.","m004310 m004311","jiv nu","**** ****","lv_v","hit PCVB","p009931 p009932 p009933 p009934 p009935","j i v n u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002665,"<p:>",817.138,817.307,"<p:>","0181_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa aˁχuˁ c̊uc̊ːu jivnu dišlaji dubk’u, sab ǯejran χuru.","The oldest brother immediately killed a gazelle and brought (it) back.","m004312","<p:>","<p:>","<p:>","<p:>","p009936","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002666,"dišlaji",817.307,817.989,"****","0181_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa aˁχuˁ c̊uc̊ːu jivnu dišlaji dubk’u, sab ǯejran χuru.","The oldest brother immediately killed a gazelle and brought (it) back.","m004313","dišlaji","****","other","immediately","p009937 p009938 p009939 p009940 p009941 p009942 p009943","d i S l a j i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002667,"<p:>",817.989,818.163,"<p:>","0181_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa aˁχuˁ c̊uc̊ːu jivnu dišlaji dubk’u, sab ǯejran χuru.","The oldest brother immediately killed a gazelle and brought (it) back.","m004314","<p:>","<p:>","<p:>","<p:>","p009944","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002668,"dubk’u",818.163,818.553,"****","0181_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa aˁχuˁ c̊uc̊ːu jivnu dišlaji dubk’u, sab ǯejran χuru.","The oldest brother immediately killed a gazelle and brought (it) back.","m004315 m004316 m004317 m004318","du b k’ u","**** **** **** ****","v:pred","PFV NSG kill PCVB","p009945 p009946 p009947 p009948 p009949","d u b k_> u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002669,"sab",818.553,818.953,"% _ _ | 0.h:a 0011 _","0181_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa aˁχuˁ c̊uc̊ːu jivnu dišlaji dubk’u, sab ǯejran χuru.","The oldest brother immediately killed a gazelle and brought (it) back.","m004319 m004320","sa b","**** ****","ln_num","one NSG","p009950 p009951 p009952","s a b","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002670,"<p:>",818.953,819.313,"<p:>","0181_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa aˁχuˁ c̊uc̊ːu jivnu dišlaji dubk’u, sab ǯejran χuru.","The oldest brother immediately killed a gazelle and brought (it) back.","m004321","<p:>","<p:>","<p:>","<p:>","p009953","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002671,"ǯejran",819.313,819.943,"****","0181_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa aˁχuˁ c̊uc̊ːu jivnu dišlaji dubk’u, sab ǯejran χuru.","The oldest brother immediately killed a gazelle and brought (it) back.","m004322","ǯejran","****","np:p","gazelle(ABS)","p009954 p009955 p009956 p009957 p009958 p009959","dZ e j r a n","0085","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002672,"χuru",819.943,820.363,"****","0181_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa aˁχuˁ c̊uc̊ːu jivnu dišlaji dubk’u, sab ǯejran χuru.","The oldest brother immediately killed a gazelle and brought (it) back.","m004323 m004324","χ uru","**** ****","v:pred","carry FUT","p009960 p009961 p009962 p009963","X u r u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002673,"<p:>",820.363,822.150,"<p:>","<p:>","<p:>","<p:>","m004325","<p:>","<p:>","<p:>","<p:>","p009964","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002674,"ʁabχiri",822.150,822.745,"## _ _ | #cv _ _ | 0.h:a_cv 0011 _ | 0:p 0085 _","0182_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχiri muʁu čan χpːir.iz k’ur, ap’in ip’rub k’ur.","Having brought back (the gazelle), he said to his wife, Prepare food [from it].","m004326 m004327 m004328","ʁ a<b>χ iri","**** **** ****","v:pred","PFV <NSG>bring PCVB","p009965 p009966 p009967 p009968 p009969 p009970 p009971","R a b X i r i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002675,"muʁu",822.745,823.025,"% _ _","0182_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχiri muʁu čan χpːir.iz k’ur, ap’in ip’rub k’ur.","Having brought back (the gazelle), he said to his wife, Prepare food [from it].","m004329","muʁu","****","dem_pro.h:a_ds","PROX(ERG)","p009972 p009973 p009974 p009975","m u R u","0011","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002676,"ča",823.025,823.265,"****","0182_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχiri muʁu čan χpːir.iz k’ur, ap’in ip’rub k’ur.","Having brought back (the gazelle), he said to his wife, Prepare food [from it].","m004330","ča","****","ln_refl.h:poss","REFL.SG","p009976 p009977","tS a","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002677,"χpːiriz",823.265,823.715,"****","0182_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχiri muʁu čan χpːir.iz k’ur, ap’in ip’rub k’ur.","Having brought back (the gazelle), he said to his wife, Prepare food [from it].","m004331 m004332","χpːir.i z","**** ****","np.h:g","wife DAT","p009978 p009979 p009980 p009981 p009982 p009983","X p: i r i z","0053","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002678,"k’ur",823.715,823.955,"****","0182_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχiri muʁu čan χpːir.iz k’ur, ap’in ip’rub k’ur.","Having brought back (the gazelle), he said to his wife, Prepare food [from it].","m004333","k’ur","****","other","CIT","p009984 p009985 p009986","k_> u r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002679,"ap’in",823.955,824.275,"##ds _ _ | 0.2:a 0053 _","0182_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχiri muʁu čan χpːir.iz k’ur, ap’in ip’rub k’ur.","Having brought back (the gazelle), he said to his wife, Prepare food [from it].","m004334 m004335","ap’ in","**** ****","v:pred","do IMP","p009987 p009988 p009989 p009990","a p_> i n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002680,"ip’rub",824.275,824.735,"****","0182_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχiri muʁu čan χpːir.iz k’ur, ap’in ip’rub k’ur.","Having brought back (the gazelle), he said to his wife, Prepare food [from it].","m004336 m004337 m004338","ip’ ru b","**** **** ****","np:p","<NSG>eat FUT.PTCP NSG","p009991 p009992 p009993 p009994 p009995","i p_> r u b","0086","bridging"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002681,"k’ur",824.735,824.980,"****","0182_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχiri muʁu čan χpːir.iz k’ur, ap’in ip’rub k’ur.","Having brought back (the gazelle), he said to his wife, Prepare food [from it].","m004339","k’ur","****","other","CIT","p009996 p009997 p009998","k_> u r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002682,"<p:>",824.980,825.495,"<p:>","<p:>","<p:>","<p:>","m004340","<p:>","<p:>","<p:>","<p:>","p009999","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002683,"varič’an",825.495,826.045,"##ds _ _ | #ds_cv _ _ | 0.2:a_cv 0053 _","0183_DoReCo_doreco_taba1259_mc_tabasaran_horse","varič’an uǯub jis̊kan jikː ktabturi ip’rub ap’in k’ur.","He said, Cut a piece of meat from the best place and cook the food.","m004341 m004342","vari č’an","**** ****","ln==other","all than","p010000 p010001 p010002 p010003 p010004 p010005 p010006","v a r i tS_> a n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002684,"ʔuǯub",826.045,826.395,"****","0183_DoReCo_doreco_taba1259_mc_tabasaran_horse","varič’an uǯub jis̊kan jikː ktabturi ip’rub ap’in k’ur.","He said, Cut a piece of meat from the best place and cook the food.","m004343 m004344","uǯu b","**** ****","ln_adj","good NSG","p010007 p010008 p010009 p010010 p010011","? u dZ u b","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002685,"jis̊kan",826.395,826.755,"****","0183_DoReCo_doreco_taba1259_mc_tabasaran_horse","varič’an uǯub jis̊kan jikː ktabturi ip’rub ap’in k’ur.","He said, Cut a piece of meat from the best place and cook the food.","m004345 m004346 m004347","jis̊ k an","**** **** ****","np:obl","place CONT ELAT","p010012 p010013 p010014 p010015 p010016 p010017","j i S_w k a n","0087","bridging"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002686,"jikː",826.755,826.967,"****","0183_DoReCo_doreco_taba1259_mc_tabasaran_horse","varič’an uǯub jis̊kan jikː ktabturi ip’rub ap’in k’ur.","He said, Cut a piece of meat from the best place and cook the food.","m004348","jikː","****","np:p","meat(ABS)","p010018 p010019 p010020","j i k:","0088","bridging"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002687,"ktabturi",826.967,827.505,"****","0183_DoReCo_doreco_taba1259_mc_tabasaran_horse","varič’an uǯub jis̊kan jikː ktabturi ip’rub ap’in k’ur.","He said, Cut a piece of meat from the best place and cook the food.","m004349 m004350","kta<b>t uri","**** ****","v:pred","<NSG>cut ICVB","p010021 p010022 p010023 p010024 p010025 p010026 p010027 p010028","k t a b t u r i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002688,"ip’rub",827.505,827.795,"% _ _ | 0.2:a 0053 _","0183_DoReCo_doreco_taba1259_mc_tabasaran_horse","varič’an uǯub jis̊kan jikː ktabturi ip’rub ap’in k’ur.","He said, Cut a piece of meat from the best place and cook the food.","m004351 m004352 m004353","ip’ ru b","**** **** ****","np:p","<NSG>eat FUT.PTCP NSG","p010029 p010030 p010031 p010032 p010033","i p_> r u b","0086","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002689,"ap’in",827.795,828.012,"****","0183_DoReCo_doreco_taba1259_mc_tabasaran_horse","varič’an uǯub jis̊kan jikː ktabturi ip’rub ap’in k’ur.","He said, Cut a piece of meat from the best place and cook the food.","m004354 m004355","ap’ in","**** ****","v:pred","do IMP","p010034 p010035 p010036 p010037","a p_> i n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002690,"k’ur",828.012,828.246,"****","0183_DoReCo_doreco_taba1259_mc_tabasaran_horse","varič’an uǯub jis̊kan jikː ktabturi ip’rub ap’in k’ur.","He said, Cut a piece of meat from the best place and cook the food.","m004356","k’ur","****","other","CIT","p010038 p010039 p010040","k_> u r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002691,"<p:>",828.246,828.892,"<p:>","<p:>","<p:>","<p:>","m004357","<p:>","<p:>","<p:>","<p:>","p010041","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002692,"<<fs>>",828.892,829.204,"****","0184_DoReCo_doreco_taba1259_mc_tabasaran_horse","****","****","m004358","****","****","****","****","p010042","<<fs>>","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002693,"dap’un",829.204,829.658,"## _ _ | #cv _ _ | 0.2:a_cv 0053 _","0185_DoReCo_doreco_taba1259_mc_tabasaran_horse","dap’un ip’rub abχuru.","Having made the food, (she) carried (it) [to the king].","m004359 m004360 m004361","d ap’ un","**** **** ****","v:pred","PFV do PCVB","p010043 p010044 p010045 p010046 p010047","d a p_> u n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002694,"ip’rub",829.658,830.149,"****","0185_DoReCo_doreco_taba1259_mc_tabasaran_horse","dap’un ip’rub abχuru.","Having made the food, (she) carried (it) [to the king].","m004362 m004363 m004364","ip’ ru b","**** **** ****","np:p","<NSG>еat FUT.PTCP NSG","p010048 p010049 p010050 p010051 p010052","i p_> r u b","0086","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002695,"ʔabχuru",830.149,830.748,"% _ _ | 0.h:a 0053 _ | 0:p 0086 _","0185_DoReCo_doreco_taba1259_mc_tabasaran_horse","dap’un ip’rub abχuru.","Having made the food, (she) carried (it) [to the king].","m004365 m004366","a<b>χ uru","**** ****","v:pred","<NSG>carry FUT","p010053 p010054 p010055 p010056 p010057 p010058 p010059","? a b X u r u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002696,"<p:>",830.748,831.760,"<p:>","<p:>","<p:>","<p:>","m004367","<p:>","<p:>","<p:>","<p:>","p010060","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002697,"ʁabχigan",831.760,832.471,"## _ _ | #ac_pc _ _ | 0.2:a_pc 0053 _","0186_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχigan hamu ip’rub, pačːih tinǯi ilč’ik’uru, kːundarzuz k’ur.","When (she) brought the food, the king turned around and said, I don't want it.","m004368 m004369 m004370 m004371 m004372","ʁa b χ i gan","**** **** **** **** ****","v:pred","PFV NSG carry PFV.PTCP TEMP","p010061 p010062 p010063 p010064 p010065 p010066 p010067 p010068","R a b X i g a n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002698,"hamu",832.471,832.702,"****","0186_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχigan hamu ip’rub, pačːih tinǯi ilč’ik’uru, kːundarzuz k’ur.","When (she) brought the food, the king turned around and said, I don't want it.","m004373 m004374","ha mu","**** ****","ln_dem","EMPH PROX(ATTR)","p010069 p010070 p010071 p010072","h a m u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002699,"ip’rub",832.702,833.026,"****","0186_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχigan hamu ip’rub, pačːih tinǯi ilč’ik’uru, kːundarzuz k’ur.","When (she) brought the food, the king turned around and said, I don't want it.","m004375 m004376 m004377","ip’ ru b","**** **** ****","np:p","<NSG>eat FUT.PTCP NSG","p010073 p010074 p010075 p010076 p010077","i p_> r u b","0086","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002700,"ham",833.026,833.187,"****","0186_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχigan hamu ip’rub, pačːih tinǯi ilč’ik’uru, kːundarzuz k’ur.","When (she) brought the food, the king turned around and said, I don't want it.","m004378","****","****","****","****","p010078 p010079 p010080","h a m","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002701,"pačːih",833.187,833.675,"% _ _","0186_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχigan hamu ip’rub, pačːih tinǯi ilč’ik’uru, kːundarzuz k’ur.","When (she) brought the food, the king turned around and said, I don't want it.","m004379","pačːih","****","np.h:s","king(ABS)","p010081 p010082 p010083 p010084 p010085","p a t:S i h","0046","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002702,"<<ui>>",833.675,834.048,"****","0186_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχigan hamu ip’rub, pačːih tinǯi ilč’ik’uru, kːundarzuz k’ur.","When (she) brought the food, the king turned around and said, I don't want it.","m004380","****","****","****","****","p010086","<<ui>>","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002703,"tinǯi",834.048,834.458,"****","0186_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχigan hamu ip’rub, pačːih tinǯi ilč’ik’uru, kːundarzuz k’ur.","When (she) brought the food, the king turned around and said, I don't want it.","m004381 m004382 m004383","ti n ǯi","**** **** ****","dem_pro:l","DIST LAT DIR","p010087 p010088 p010089 p010090 p010091","t i n dZ i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002704,"ilč’ik’uru",834.458,835.000,"****","0186_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχigan hamu ip’rub, pačːih tinǯi ilč’ik’uru, kːundarzuz k’ur.","When (she) brought the food, the king turned around and said, I don't want it.","m004384 m004385","ilč’ik’ uru","**** ****","v:pred","(HSG)turn_back FUT","p010092 p010093 p010094 p010095 p010096 p010097 p010098 p010099","i l tS_> i k_> u r u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002705,"<p:>",835.000,835.631,"<p:>","0186_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχigan hamu ip’rub, pačːih tinǯi ilč’ik’uru, kːundarzuz k’ur.","When (she) brought the food, the king turned around and said, I don't want it.","m004386","<p:>","<p:>","<p:>","<p:>","p010100","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002706,"kːundarzuz",835.631,836.281,"##ds.neg _ _ | 0.1:ncs 0046 _ | 0:p 0086 _","0186_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχigan hamu ip’rub, pačːih tinǯi ilč’ik’uru, kːundarzuz k’ur.","When (she) brought the food, the king turned around and said, I don't want it.","m004387 m004388 m004389 m004390","kːun dar zu z","**** **** **** ****","v:pred==rv-pro_1_ncs","want FUT.NEG 1SG DAT","p010101 p010102 p010103 p010104 p010105 p010106 p010107 p010108 p010109","k: u n d a r z u z","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002707,"k’ur",836.281,836.544,"****","0186_DoReCo_doreco_taba1259_mc_tabasaran_horse","ʁabχigan hamu ip’rub, pačːih tinǯi ilč’ik’uru, kːundarzuz k’ur.","When (she) brought the food, the king turned around and said, I don't want it.","m004391","k’ur","****","other","CIT","p010110 p010111 p010112","k_> u r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002708,"<p:>",836.544,836.830,"<p:>","<p:>","<p:>","<p:>","m004392","<p:>","<p:>","<p:>","<p:>","p010113","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002709,"muʁaz",836.830,837.080,"## _ _","0187_DoReCo_doreco_taba1259_mc_tabasaran_horse","muʁaz miǯxan hacːib χaˁvi dad ʁuˁri ʁabxnu.","For him there was an unpleasant smell from it (the food).","m004393 m004394","muʁa z","**** ****","dem_pro.h:obl","PROX DAT","p010114 p010115 p010116 p010117 p010118","m u R a z","0046","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002710,"miǯxan",837.080,837.610,"****","0187_DoReCo_doreco_taba1259_mc_tabasaran_horse","muʁaz miǯxan hacːib χaˁvi dad ʁuˁri ʁabxnu.","For him there was an unpleasant smell from it (the food).","m004395 m004396 m004397","miǯ x an","**** **** ****","dem_pro:obl","(NSG)PROX APUD ELAT","p010119 p010120 p010121 p010122 p010123 p010124","m i dZ x a n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002711,"hacːib",837.610,837.920,"****","0187_DoReCo_doreco_taba1259_mc_tabasaran_horse","muʁaz miǯxan hacːib χaˁvi dad ʁuˁri ʁabxnu.","For him there was an unpleasant smell from it (the food).","m004398 m004399 m004400","ha cːi b","**** **** ****","ln","EMPH (DIST)ADV NSG","p010125 p010126 p010127 p010128 p010129","h a t:s i b","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002712,"χaˁvi",837.920,838.276,"****","0187_DoReCo_doreco_taba1259_mc_tabasaran_horse","muʁaz miǯxan hacːib χaˁvi dad ʁuˁri ʁabxnu.","For him there was an unpleasant smell from it (the food).","m004401","χaˁvi","****","ln_adj","bad","p010130 p010131 p010132 p010133","X a_?\ v i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002713,"dad",838.276,838.460,"****","0187_DoReCo_doreco_taba1259_mc_tabasaran_horse","muʁaz miǯxan hacːib χaˁvi dad ʁuˁri ʁabxnu.","For him there was an unpleasant smell from it (the food).","m004402","dad","****","np:s","taste(ABS)","p010134 p010135 p010136","d a d","0089","new"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002714,"ʁuˁri",838.460,838.672,"****","0187_DoReCo_doreco_taba1259_mc_tabasaran_horse","muʁaz miǯxan hacːib χaˁvi dad ʁuˁri ʁabxnu.","For him there was an unpleasant smell from it (the food).","m004403 m004404","ʁ uˁri","**** ****","v:pred","come ICVB","p010137 p010138 p010139 p010140","R u_?\ r i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002715,"ʁabxnu",838.672,839.136,"****","0187_DoReCo_doreco_taba1259_mc_tabasaran_horse","muʁaz miǯxan hacːib χaˁvi dad ʁuˁri ʁabxnu.","For him there was an unpleasant smell from it (the food).","m004405 m004406 m004407 m004408","ʁa b x nu","**** **** **** ****","rv_aux","PFV NSG become PST","p010141 p010142 p010143 p010144 p010145 p010146","R a b x n u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002716,"<p:>",839.136,840.403,"<p:>","<p:>","<p:>","<p:>","m004409","<p:>","<p:>","<p:>","<p:>","p010147","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002717,"qa",840.403,840.533,"## _ _","0188_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa q’aˁl.an c̊uc̊ːura χuru sab.","The middle brother brought (another) one [= a gazelle].","m004410","qa","****","other","PRT","p010148 p010149","q a","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002718,"q’aˁlan",840.533,840.914,"****","0188_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa q’aˁl.an c̊uc̊ːura χuru sab.","The middle brother brought (another) one [= a gazelle].","m004411 m004412","q’aˁl.a n","**** ****","ln_np","middle GEN","p010150 p010151 p010152 p010153 p010154","q_> a_?\ l a n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w002719,"c̊uc̊ːura",840.914,841.343,"****","0188_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa q’aˁl.an c̊uc̊ːura χuru sab.","The middle brother brought (another) one [= a gazelle].","m004413 m004414","c̊uc̊ːu ra","**** ****","np.h:a==other","brother(ERG) ADD","p010155 p010156 p010157 p010158 p010159 p010160","tS_w u t:S_w u r a","0018","****"
